,Unnamed: 0,images,gt,preds,predicted_class
106,106,Influential_artworks/Naive_art_primitivism/Rousseau_repast_1907.jpg,naive art primitivism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
107,107,Picasso_collection/Picasso_Bateleurs_1905.jpg,symbolism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ヴィンテージ. The art style of this painting is Realism. The art style,symbolism
108,108,Picasso_collection/Picasso_vase_1903.jpg,symbolism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
109,109,Picasso_collection/Picasso_Woman_Raven_1904.jpg,symbolism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
110,110,Picasso_collection/Picasso_Vie_1903.jpg,symbolism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポートリスト. The art style of this painting is Realism. The art style of,symbolism
111,111,Picasso_collection/Picasso_Brooding_Woman_1904.jpg,symbolism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
112,112,Picasso_collection/Picasso_avignon_1907.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Surrealism. The art style of this painting is Expressionism. The art style of this,surrealism
113,113,Picasso_collection/Picasso_maisonette_1908.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポイントリック. The art style of this painting is Realism. The art style,symbolism
114,114,Picasso_collection/Picasso_gueridon_1920.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
115,115,Picasso_collection/Picasso_blanquita_1917.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
116,116,Picasso_collection/Picasso_armchair_1917.jpg,cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Expressionism. The art style of this painting,expressionism
117,117,Picasso_collection/Picasso_Man_hat_1912.jpg,synthetic cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
118,118,Picasso_collection/Picasso_verre_1914.jpg,synthetic cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Expressionism. The art style of this painting,expressionism
119,119,Picasso_collection/Picasso_Cheminee_1916.jpg,synthetic cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポイントリック. The art style of this painting is Realism. The art style,symbolism
120,120,Picasso_collection/Picasso_Harlequin_1915.jpg,synthetic cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
121,121,Picasso_collection/Picasso_Guitare_journal_1913.jpg,synthetic cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Fauvism. The art style of this painting is Impressionism. The art style,fauvism
122,122,Picasso_collection/Picasso_Bathers_Forest_1908.jpg,analytical cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
123,123,Picasso_collection/Picasso_nature_morte_1909.jpg,analytical cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
124,124,Picasso_collection/Picasso_Kahnweiler_1910.jpg,analytical cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Geometric abstraction. The art style of this painting is Expressionism. The art style of this,abstract expressionism
125,125,Picasso_collection/Picasso_grenade_1911.jpg,analytical cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
126,126,Picasso_collection/Picasso_Jolie_1912.jpg,analytical cubism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ポイントリック. The art style of this painting is Realism. The art style,symbolism
127,127,Picasso_collection/Picasso_Sculptor_and_Statue_1933.jpg,surrealism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Realism. The art style of this painting,expressionism
128,128,Picasso_collection/Picasso_Bather_1928.jpg,surrealism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Expressionism. The art style of this painting,expressionism
129,129,Picasso_collection/Picasso_Crucifixion_1930.jpg,surrealism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Surrealism. The art style of this painting is Expressionism. The art style of this,surrealism
130,130,Picasso_collection/Picasso_Corrida_1933.jpg,surrealism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Surrealism. The art style of this painting is Expressionism. The art style of this,surrealism
131,131,Picasso_collection/Picasso_Baiser_1931.jpg,surrealism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
132,132,Picasso_collection/Picasso_Jeanne_1901.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
133,133,Picasso_collection/Picasso_Canals_1905.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
134,134,Picasso_collection/Picasso_Paralelo_1900.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
135,135,Picasso_collection/Picasso_Homme_1903.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
136,136,Picasso_collection/Picasso_Woman_1901.jpg,post impressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
137,137,Picasso_collection/Picasso_Portrait_Olga_1918.jpg,neo classicism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
138,138,Picasso_collection/Picasso_Women_Spring_1921.jpg,neo classicism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ヴィンテージ. The art style of this painting is Realism. The art style,symbolism
139,139,Picasso_collection/Picasso_Nessus_Deianira_1920.jpg,neo classicism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Realism. The art style of this painting,expressionism
140,140,Picasso_collection/Picasso_Pan_Pipes_1923.jpg,neo classicism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is ichthyology. The art style of this painting is Impressionism. The art style of this,expressionism
141,141,Picasso_collection/Picasso_Lovers_1923.jpg,neo classicism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
142,142,Picasso_collection/Picasso_Weeping_Woman_1937.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Surrealism. The art style of this painting is Expressionism. The art style of this,surrealism
143,143,Picasso_collection/Picasso_Self_1901.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
144,144,Picasso_collection/Picasso_Jacqueline_1954.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
145,145,Picasso_collection/Picasso_absinthe_1903.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Impressionism. The art style of this painting is Realism. The art style of this,impressionism
146,146,Picasso_collection/Picasso_untitled_1937.jpg,expressionism,<image>The art style of this painting is Baroque.<|endofchunk|><image>The art style of this painting is Pointillism.<|endofchunk|><image>The art style of this painting is 	Expressionism. The art style of this painting is Impressionism. The art style of this,expressionism
