,images,gt,preds
284,Constable27.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
285,Constable28.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
286,Constable29.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
287,Constable3.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
288,Constable30.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
289,Constable31.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
290,Constable32.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
291,Constable33.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
292,Constable34.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
293,Constable35.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
294,Constable36.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
295,Constable37.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
296,Constable38.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
297,Constable39.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
298,Constable4.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
299,Constable40.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
300,Constable41.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
301,Constable42.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
302,Constable43.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
303,Constable44.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
304,Constable45.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
305,Constable46.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Rococo. The art period of this painting is Impressionism. The art period of
306,Constable47.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
307,Constable48.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
308,Constable49.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
309,Constable5.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
310,Constable50.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
311,Constable51.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
312,Constable52.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
313,Constable53.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
314,Constable54.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Landscape. The art period of this painting is Impressionism. The art period of this
315,Constable55.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
316,Constable56.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
317,Constable57.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
318,Constable6.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
319,Constable7.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
320,Constable8.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
321,Constable9.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
322,Copley1.jpg,classicism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ernest hugo. The art period of this painting is Impressionism. The art period of
323,Copley2.jpg,classicism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
324,Copley3.jpg,classicism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
325,Copley4.jpg,classicism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
326,Copley5.jpg,classicism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Caricature. The art period of this painting is Realism. The art period of this
327,Copley6.jpg,classicism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Portrait of a Lady. The art period of this painting is Realism. The art period
328,Copley7.jpg,classicism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
329,Copley8.jpg,classicism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
330,Copley9.jpg,classicism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
331,Coques1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Baroque. The art period of this painting is Impressionism. The art period of this
332,Coques2.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Baroque. The art period of this painting is Impressionism. The art period of this
333,Corinth1.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Expressionism. The art period of this painting is Impressionism. The art period of this
334,Corinth2.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ホワイト. The art period of this painting is Realism. The art period
335,Cortona1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Renaissance. The art period of this painting is Impressionism. The art period of
336,Cortona2.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Caravaggio. The art period of this painting is Impressionism. The art period of
337,Corvi1.jpg,rococo,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Baroque. The art period of this painting is Impressionism. The art period of this
338,Cossiers1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
339,Cottet1.jpg,post impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ヴィンテージ. The art period of this painting is Realism. The art period
340,Courbet1.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
341,Courbet10.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
342,Courbet11.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
343,Courbet12.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
344,Courbet13.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
345,Courbet14.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
346,Courbet15.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
347,Courbet16.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
348,Courbet17.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
349,Courbet2.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
350,Courbet3.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
351,Courbet4.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
352,Courbet5.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
353,Courbet6.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
354,Courbet7.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ツアー. The art period of this painting is Realism. The art period of this
355,Courbet8.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
356,Courbet9.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
357,Craen1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
358,Cross1.jpg,post impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 藝術. The art period of this painting is Impressionism. The art period
359,Cross2.jpg,post impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
360,Csontvary1.jpg,symbolism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
361,Cuyp1.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
362,Cuyp2.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
363,Cuyp3.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
364,Cuyp4.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
365,Cuyp5.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
366,Cuyp6.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
367,Cuyp7.jpg,baroque,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
368,Danby1.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
369,Danby10.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
370,Danby11.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
371,Danby12.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 【Landscape】. The art period of this painting is Realism. The art period
372,Danby13.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
373,Danby2.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ヴィァンギー. The art period of this painting is Realism.
374,Danby3.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
375,Danby4.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
376,Danby5.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
377,Danby6.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
378,Danby7.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
379,Danby8.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
380,Danby9.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
381,Daubigny1.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
382,Daubigny2.jpg,realism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Realism. The art period of this
383,DavidFriedrich1.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
384,DavidFriedrich2.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
385,DavidFriedrich3.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
386,DavidFriedrich4.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
387,DavidFriedrich5.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ヴィンテージ. The art period of this painting is Realism. The art period
388,DavidFriedrich6.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
389,DavidFriedrich7.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 【Landscape】. The art period of this painting is Realism. The art period
390,DavidFriedrich8.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ichthyology. The art period of this painting is Impressionism. The art period of this
391,Degas1.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
392,Degas10.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
393,Degas11.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
394,Degas12.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
395,Degas13.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 藝術. The art period of this painting is Impressionism. The art period
396,Degas14.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
397,Degas15.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
398,Degas16.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 藝術. The art period of this painting is Impressionism. The art period
399,Degas17.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
400,Degas18.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
401,Degas19.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 藝術. The art period of this painting is Impressionism. The art period
402,Degas2.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 藝術. The art period of this painting is Impressionism. The art period
403,Degas20.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 藝術. The art period of this painting is Impressionism. The art period
404,Degas21.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
405,Degas22.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ヴィァング. The art period of this painting is Realism. The art
406,Degas3.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
407,Degas4.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
408,Degas5.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
409,Degas6.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is Țarist. The art period of this painting is Impressionism. The art period of
410,Degas7.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Impressionism. The art period of this painting is Expressionism. The art period of this
411,Degas8.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 藝術. The art period of this painting is Impressionism. The art period
412,Degas9.jpg,impressionism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 藝術. The art period of this painting is Impressionism. The art period
413,Delacroix1.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
414,Delacroix2.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
415,Delacroix3.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is romeo and juliet. The art period of this painting is Impressionism. The art period
416,Delacroix4.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is romeo and juliet. The art period of this painting is Impressionism. The art period
417,Delacroix5.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is romeo and juliet. The art period of this painting is Impressionism. The art period
418,Delacroix6.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Realism. The art period of this painting is Impressionism. The art period of this
419,Delacroix7.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ヴィンテージ. The art period of this painting is Realism. The art period
420,Delaroche1.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Baroque. The art period of this painting is Impressionism. The art period of this
421,Delaroche2.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is ernest hugo. The art period of this painting is Impressionism. The art period of
422,Delaroche3.jpg,romanticism,<image>The art period of this painting is Cubism.<|endofchunk|><image>The art period of this painting is Realism.<|endofchunk|><image>The art period of this painting is 	Romanticism. The art period of this painting is Impressionism. The art period of
